image,phrase1,phrase2,original_phrase1,original_phrase2,ytrue,roi1,roi2,preprocessed_phrase1,preprocessed_phrase2,original_label,type_label
4655102365,city+'s+outdoor+fountain,fountain,an city 's outdoor fountain,a fountain,True,-1,-1,city 's outdoor fountain,fountain,Entailment1,1
4655102365,people,group+people,People,Group of people,True,119,119,people,group people,Entailment1,1
4655102365,people,group+people,People,A group of people,True,119,119,people,group people,Entailment1,1
3218480482,arizona+state+player,two+basketball+players,an Arizona State player,two basketball players,True,50,50,arizona state player,two basketball players,Alternation,0
2579800117,public+street,local+street,a public street,a local street,True,153,153,public street,local street,Entailment1,1
2579800117,several+police+officers,drill+team+police,Several police officers,Drill team police,True,12,12,several police officers,drill team police,Independence,4
2579800117,street,city+street,a street,a city street,True,153,153,street,city street,Entailment1,1
2825540754,little+boy,boy,a little boy,A boy,True,197,197,little boy,boy,Entailment1,1
4609961499,multitude+people,long+line+people,a multitude of people,a long line of people,True,4,4,multitude people,long line people,Entailment1,1
4609961499,multitude+people,group+people,a multitude of people,a group of people,True,4,4,multitude people,group people,Entailment1,1
4609961499,line+people,long+line+people,a line of people,a long line of people,True,4,4,line people,long line people,Entailment1,1
123889082,grassy+field,green+grass,a grassy field,green grass,True,18,18,grassy field,green grass,Independence,4
8108431336,field,grass+field,a field,a grass field,True,177,177,field,grass field,Entailment1,1
8108431336,bicyclist,man,Bicyclist,A man,True,1,1,bicyclist,man,Independence,4
8108431336,grass+field,field,a grass field,the field,True,177,177,grass field,field,Entailment1,1
3707077198,person,man,A person,A man,True,-1,-1,person,man,Entailment1,1
3707077198,man,skateboarder,A man,A skateboarder,True,-1,195,man,skateboarder,Independence,4
3707077198,man,boy,A man,Boy,True,-1,-1,man,boy,Alternation,0
3707077198,man,skateboarder,A man,The skateboarder,True,-1,195,man,skateboarder,Independence,4
8151603778,older+bicyclist,older+man,An older bicyclist,An older man,True,174,174,older bicyclist,older man,Independence,4
415758755,old+man,man,An old man,A man,True,177,177,old man,man,Entailment1,1
415758755,old+man,man,An old man,This man,True,177,177,old man,man,Entailment1,1
415758755,man,old+man,A man,An old man,True,177,177,man,old man,Entailment1,1
4967473062,old+houses,buildings,old houses,some buildings,True,94,2,old houses,some buildings,Entailment1,1
4617955480,two+men,two+asian+factory+workers,Two men,Two Asian factory workers,True,84,84,two men,two asian factory workers,Independence,4
3135504530,two+girls,two+women,Two girls,Two women,True,96,96,two girls,two women,Alternation,0
3135504530,two+women,two+asian+girls,Two women,two asian girls,True,96,96,two women,two asian girls,Alternation,0
2310202774,male,man,Male,A man,True,176,176,male,man,Equivalence,3
2456698090,blue+shirts,blue+shirt,blue shirts,a blue shirt,True,83,83,blue shirts,blue shirt,Alternation,0
2913965136,boy,little+boy,A boy,The little boy,True,-1,-1,boy,little boy,Entailment1,1
6299001128,branch,tree+branch,a branch,a tree branch,True,-1,-1,branch,tree branch,Entailment1,1
6299001128,tree+branch,branch,a tree branch,a branch,True,-1,-1,tree branch,branch,Entailment1,1
2999330573,train+track,train+tracks,a train track,train tracks,True,178,178,train track,train tracks,Equivalence,3
2999330573,woman,girl,woman,girl,True,195,195,woman,girl,Alternation,0
2897147853,indian+family,family,An Indian family,family,True,24,24,indian family,family,Entailment1,1
3262849619,snowy+surface,snow,a snowy surface,the snow,True,10,10,snowy surface,snow,Entailment1,1
3262849619,snowball,chunk+ice,a snowball,a chunk of ice,True,118,118,snowball,chunk ice,Alternation,0
3262849619,chunk+ice,snowball,a chunk of ice,a snowball,True,118,118,chunk ice,snowball,Alternation,0
4300749467,man,asian+man,A man,An asian man,True,153,153,man,asian man,Entailment1,1
4300749467,man,asian+man,A man,Asian man,True,153,153,man,asian man,Entailment1,1
4300749467,asian+man,man,An asian man,a man,True,153,153,asian man,man,Entailment1,1
4300749467,man,asian+man,a man,Asian man,True,153,153,man,asian man,Entailment1,1
3457572788,downhill+skier,man,A downhill skier,A man,True,156,156,downhill skier,man,Independence,4
151011164,men,boys,Men,boys,True,163,163,men,boys,Alternation,0
151011164,two+men,boys,Two men,boys,True,163,163,two men,boys,Alternation,0
5362687336,person,man,a person,A man,True,175,-1,person,man,Entailment1,1
5362687336,person,man,A person,A man,True,175,-1,person,man,Entailment1,1
2508843920,cheerleaders,team,Cheerleaders,Team,True,122,122,cheerleaders,team,Entailment1,1
7863357892,blacktop+cement+game+basketball,basketball,a blacktop cement game of basketball,basketball,True,132,132,blacktop cement game basketball,basketball,Entailment1,1
4805560739,woman,nice+young+lady,A woman,A nice young lady,True,99,99,woman,nice young lady,Entailment1,1
4805560739,woman,nice+young+lady,woman,A nice young lady,True,99,99,woman,nice young lady,Entailment1,1
2119793019,yellow+scarf,yellow,yellow scarf,a yellow,True,-1,-1,yellow scarf,yellow,Entailment1,1
2119793019,yellow+scarf,cream+colored+scarf,yellow scarf,cream colored scarf,True,-1,-1,yellow scarf,cream colored scarf,Independence,4
2119793019,person,man,a person,A man,True,19,19,person,man,Entailment1,1
2553131080,ribs,grilling+ribs,ribs,Grilling ribs,True,-1,-1,ribs,grilling ribs,Entailment1,1
463848726,paint,window,the paint,a window,True,54,-1,paint,window,Alternation,0
463848726,paint,window,paint,a window,True,54,-1,paint,window,Alternation,0
2705099765,elderly+gathering,group+older+adults,an elderly gathering,a group of older adults,True,99,99,elderly gathering,group older adults,Entailment1,1
1027211271,young+man,boy,A young man,A boy,True,137,137,young man,boy,Alternation,0
23022402,graveyard,grassy+cemetery,a graveyard,a grassy cemetery,True,63,63,graveyard,grassy cemetery,Entailment1,1
23022402,graveyard,cemetery,a graveyard,a cemetery,True,63,63,graveyard,cemetery,Equivalence,3
6707604119,two+martial+artists,two+young+men,Two martial artists,Two young men,True,86,86,two martial artists,two young men,Independence,4
7024546693,younger+boy,young+man,a younger boy,a young man,True,150,150,younger boy,young man,Alternation,0
7024546693,younger+boy,young+boy,a younger boy,A young boy,True,150,150,younger boy,young boy,Independence,4
7024546693,boy,young+man,a boy,a young man,True,150,150,boy,young man,Alternation,0
7024546693,young+man,young+boy,a young man,A young boy,True,150,150,young man,young boy,Alternation,0
3401039304,group+people,people,A group of people,People,True,137,137,group people,people,Entailment1,1
3401039304,lawn+chairs,folding+chairs,lawn chairs,folding chairs,True,158,158,lawn chairs,folding chairs,Independence,4
4788431048,two+bicyclists,two+bikers,Two bicyclists,Two bikers,True,-1,-1,two bicyclists,two bikers,Equivalence,3
4788431048,bikes,bike,bikes,a bike,True,-1,-1,bikes,bike,Entailment1,1
4610036299,young+girl,woman,Young girl,A woman,True,110,110,young girl,woman,Alternation,0
4610036299,woman,girl,A woman,A girl,True,110,110,woman,girl,Alternation,0
4610036299,girl,woman,A girl,A woman,True,110,110,girl,woman,Alternation,0
5511459001,group+little+kids,children,A group of little kids,Children,True,12,12,group little kids,children,Entailment1,1
630476551,child,girl,A child,A girl,True,65,65,child,girl,Entailment1,1
630476551,girl,child,A girl,A child,True,65,65,girl,child,Entailment1,1
4695723369,group+people,people,A group of people,People,True,17,17,group people,people,Entailment1,1
4695723369,people,group+people,People,A group of people,True,17,17,people,group people,Entailment1,1
3825750029,woman,girl,A woman,Girl,True,164,195,woman,girl,Alternation,0
3742837127,two+men,two+soldiers,Two men,Two soldiers,True,73,73,two men,two soldiers,Independence,4
19610188,brunette,woman,a brunette,A woman,True,12,12,brunette,woman,Independence,4
19610188,woman,girl,A woman,the girl,True,12,12,woman,girl,Alternation,0
282131366,woman,girl,A woman,Girl,True,122,-1,woman,girl,Alternation,0
282131366,onlookers,man,onlookers,a man,True,-1,-1,onlookers,man,Independence,4
282131366,nearby+rocky+shored+lake,shore+lake,nearby a rocky shored lake,the shore of a lake,True,-1,-1,nearby rocky shored lake,shore lake,Entailment1,1
282131366,girl,woman,Girl,A woman,True,-1,122,girl,woman,Alternation,0
282131366,girl,woman,Girl,The woman,True,-1,122,girl,woman,Alternation,0
4938920379,male,man,Male,a man,True,56,56,male,man,Equivalence,3
4938920379,male,man,Male,Man,True,56,56,male,man,Equivalence,3
4938920379,male,man,Male,A man,True,56,56,male,man,Equivalence,3
3689727848,man,boy,The man,A boy,True,184,-1,man,boy,Alternation,0
3689727848,man,male,The man,A male,True,184,-1,man,male,Equivalence,3
3689727848,boy,man,A boy,A man,True,-1,184,boy,man,Alternation,0
3689727848,male,man,A male,A man,True,-1,184,male,man,Equivalence,3
3689727848,man,male,A man,A male,True,184,-1,man,male,Equivalence,3
6999554751,stack+small+boxes,bunch+boxes,a stack of small boxes,a bunch of boxes,True,-1,-1,stack small boxes,bunch boxes,Entailment1,1
6999554751,another+man,man,another man,a man,True,111,194,another man,man,Equivalence,3
6999554751,battered+blue+container,storage+container,a battered blue container,the storage container,True,3,3,battered blue container,storage container,Independence,4
6999554751,battered+blue+container,storage+container,a battered blue container,a storage container,True,3,3,battered blue container,storage container,Independence,4
3549011001,three+men,two+people,Three men,two people,True,-1,-1,three men,two people,Alternation,0
3549011001,two+people,three+men,two people,Three men,True,-1,-1,two people,three men,Alternation,0
4914729306,heavy+makeup,painted+face,heavy makeup,a painted face,True,-1,-1,heavy makeup,painted face,Entailment1,1
3203653804,painted+african+warrior,man,A painted African warrior,the man,True,142,142,painted african warrior,man,Independence,4
3203653804,man,tribal+african+man,the man,A tribal African man,True,142,142,man,tribal african man,Entailment1,1
3765332712,group+women,group+teenage+girls,A group of women,A group of teenage girls,True,160,160,group women,group teenage girls,Alternation,0
3398883858,man,old+man,A man,an old man,True,75,75,man,old man,Entailment1,1
3398883858,old+man,man,an old man,A man,True,75,75,old man,man,Entailment1,1
4805382038,group+pigeons,flock+pigeons,a group of pigeons,a flock of pigeons,True,186,186,group pigeons,flock pigeons,Equivalence,3
4523659515,group+people,people,A group of people,People,True,188,188,group people,people,Entailment1,1
253359311,woman,girl,A woman,A girl,True,75,75,woman,girl,Alternation,0
253359311,lone+woman,girl,A lone woman,A girl,True,75,75,lone woman,girl,Alternation,0
253359311,girl,woman,A girl,A woman,True,75,75,girl,woman,Alternation,0
6320815199,woman,running+woman,A woman,A running woman,True,181,181,woman,running woman,Entailment1,1
6320815199,jersey,kenya+jersey,a jersey,Kenya jersey,True,183,183,jersey,kenya jersey,Entailment1,1
6315045481,female,woman,a female,A woman,True,158,158,female,woman,Entailment1,1
6315045481,female,woman,a female,a woman,True,158,158,female,woman,Entailment1,1
2352684051,elderly+woman,person,An elderly woman,A person,True,195,195,elderly woman,person,Entailment1,1
2352684051,lady,old+lady,A lady,a old lady,True,195,195,lady,old lady,Entailment1,1
1463864223,gold+bicycle,gold+bike,a gold bicycle,his gold bike,True,137,137,gold bicycle,gold bike,Equivalence,3
1463864223,gold+bike,gold+bicycle,his gold bike,a gold bicycle,True,137,137,gold bike,gold bicycle,Equivalence,3
2814050407,groceries,several+items,groceries,several items,True,114,-1,groceries,several items,Entailment1,1
3442272060,dog,black+dog,A dog,Black dog,True,22,174,dog,black dog,Entailment1,1
2914936417,group+people,three+people,A group of people,Three people,True,111,111,group people,three people,Entailment1,1
4337751447,man,old+man,a man,Old man,True,188,188,man,old man,Entailment1,1
4337751447,blue+shopping+cart,cart,a blue shopping cart,a cart,True,55,55,blue shopping cart,cart,Entailment1,1
4337751447,man,old+man,A man,Old man,True,188,188,man,old man,Entailment1,1
4337751447,old+man,man,Old man,A man,True,188,188,old man,man,Entailment1,1
4450689424,lady,gray-haired+woman,A lady,Gray-haired woman,True,125,125,lady,gray-haired woman,Entailment1,1
2704257993,boy,little+boy,boy,Little boy,True,142,142,boy,little boy,Entailment1,1
2704257993,little+boy,boy,Little boy,a boy,True,142,142,little boy,boy,Entailment1,1
2183877589,two+men,highway+workers,Two men,Highway workers,True,-1,-1,two men,highway workers,Independence,4
3572872546,four+bicyclists,group+people,Four bicyclists,Group of people,True,21,21,four bicyclists,group people,Entailment1,1
2391929964,man,two+men,A man,Two men,True,198,12,man,two men,Alternation,0
2391929964,beer,beer+bottle,a beer,a beer bottle,True,-1,-1,beer,beer bottle,Entailment1,1
2391929964,beer+bottle,beer,a beer bottle,beer,True,-1,-1,beer bottle,beer,Entailment1,1
2926675936,group+military+people,army+men,A group of military people,The army men,True,196,196,group military people,army men,Entailment1,1
2414035800,caring+woman,lady,a caring woman,The lady,True,190,190,caring woman,lady,Entailment1,1
3947306345,black+cat,crafty+black+cat,An all black cat,The crafty black cat,True,196,196,all black cat,crafty black cat,Entailment1,1
4450905295,man,person,A man,Person,True,-1,-1,man,person,Entailment1,1
4450905295,man,boy,A man,A boy,True,-1,-1,man,boy,Alternation,0
4450905295,man,person,A man,A person,True,-1,-1,man,person,Entailment1,1
